Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
,,,,,
,,,,,
HIS ,HIS 387     ,The Crusades  ,A,UG16,"This course examines the European crusading movement and how it still impacts the world today. Topics range from stereotypical images of the Crusades��quests, exotic locales, and chivalry��to the darker implications of this medieval undertaking.

"
,,,,,
,,,,,
HIS ,HIS 388     ,"Lawyers, Guns and Money  ",A,UG16,"This course explores the history of the world economy from 16th century to the present, with a specific focus on the people, institutions, practices, and ideologies that sustained long-distance commerce.  We will consider the major participants and their roles, the organization of global commerce, and the impacts that such trade produced."
,,,,,
,,,,,
HIS ,HIS 389     ,Tyrants and Terrorists  ,A,UG16,"The al-Qaeda-orchestrated attacks on the World Trade Center (9/11) precipitated significant change in the character and trajectories of international politics, resulting in state securitization policies and dissenting movements around the world. This course, though, pushes the genealogies of ��terrorism�� beyond the twenty-first century. It highlights the perspectives of local communities impacted by violence, and the historical, theological and political imaginations of ��terrorists,�� whose political projects often aimed to contest ostensibly authoritative or ��tyrannical�� states. In doing so, it challenges conventional strategies for understanding terrorism, which have focused almost entirely on institutional and macro-level processes. Its historical case studies are expansive, from medieval assassins to the invention of modern terror in Revolutionary France; or from anti-Apartheid liberation struggle in South Africa to ISIL militarism in northern Iraq."
,,,,,
,,,,,
,,,,,
,,,,,
HIS ,HIS 390     ,Ides of March:Crime Scene Invest  ,A,UG16,"A look at one of history's most infamous murders, namely, the assassination of Julius Caesar. Students use ancient and contemporary sources and re-enactments to gain understanding of the socio-political milieu and of the figures involved, to envisage the scene of the crime, and to establish motives and the sequence of events. Fictional accounts and Mafia lore are used for comparisons. All materials in English translation. No prerequisites. (Also listed as HIS 390.)
"
,,,,,
,,,,,
HIS ,HIS 391     ,20th-Century Vietnam  ,A,UG16,"An examination of Vietnam��s path from French colony to independent state during the twentieth century with specific focus on the Vietnamese struggle for independence against France, the American war in Vietnam, and American and Vietnamese memories of the war they fought."
,,,,,
HIS ,HIS 400     ,Directed Study  ,A,UG16,
HIS ,HIS 401     ,Independent Study  ,A,UG16,
HIS ,HIS 402     ,Research Participation  ,A,UG16,
HIS ,HIS 403     ,Gender/Sexuality Western Society  ,A,UG16,"An exploration of the history of gender and sexuality in Western society over the last 500 years. Particular focus falls on the impact of sexual difference in the lived experiences of both men and women; changing attitudes toward various sexual practices and their relation to gender ideals; the processes by which societies established and changed gender roles and sexual norms; and the interconnections between gender and sexuality, on the one hand, and large-scale transformative developments like colonization and industrialization, on the other.
"
,,,,,
,,,,,
HIS ,HIS 404     ,The American West  ,A,UG16,"The mythology of the old West plays a paramount role in the shaping of the American mystique, yet the study of the region��s unique history remains peripheral to most surveys of U.S. history. This course delves beneath mythology and generalization, examining the regional history of the West from the perspectives of its diverse peoples: Native Americans, Latinos, Anglo-American Pioneers, Mormons, Chinese prospectors, Irish railroad workers and soldiers, African-American cowboys, German vintners, and Scandanavian lumberjacks. Focus is on four major themes: the interaction of human settlements and a fragile natural environment; the idea and reality of the American frontier; the formation of local and state governments; and the synthesis and segregation of cultures and people. Finally, the course examines the discontinuities and tensions that lie between the old West and the new West. Prerequisite: junior standing or permission of the instructor.
"
,,,,,
,,,,,
,,,,,
,,,,,
HIS ,HIS 405     ,Childhood & Youth in America  ,A,UG16,"An exploration of the experience and ideology of childhood and youth in the United States from the colonial era to the present.
"
HIS ,HIS 406     ,U.S. Antebellum Society  ,A,UG16,"A survey of American society from the early republic to the Civil War. Emphasis is given to exploration of the rise of democratic, religious, and political institutions, the development of commercialized popular culture, and questions of diversity and national identity.
"
,,,,,
HIS ,HIS 407     ,Women & Work in America  ,A,UG16,
HIS ,HIS 408     ,Ancient & Modern Greece  ,A,UG16,"This trip abroad will spend 15-17 days in Greece exploring ancient��and more recent��art, architecture, literature, history, and philosophy on the Greek mainland and the island of Aegina. "
,,,,,
HIS ,HIS 409     ,Doctors/Medicine in Ancient Rome  ,A,UG16,"This course explores the world of healthcare in Imperial Rome, from its competing theories of how the body works to its position in society and regulation under the Roman legal system. Through primary sources paired with material culture we will discuss ancient medical theory, the role of the physician in his or her society, emerging practices in pharmacy, surgery, and gynecology, and ancient ethical debates and dilemmas. Throughout the course we will be discussing the ways in which ancient sources from the Roman Empire continue to influence and underpin the way Westerners think about their bodies and their healthcare systems. No prerequisites."
,,,,,
,,,,,
HIS ,HIS 410     ,The Life and Death of Pompeii  ,A,UG16,"The eruption of Mt. Vesuvius in 79 C.E. preserved the Italian town of Pompeii for all time. Filled with temples, public baths, theaters, an amphitheater, taverns and brothels, lavish residences and modest dwellings, Pompeii provides unparalleled evidence for daily life in the Roman empire. Drawing upon the archaeological evidence, this course investigates the structure and rituals of the Roman home; social and political institutions; urban planning, with comparisons to Herculaneum and Ostia; and the expression of non-elite identities. We also consider Pompeii��s afterlife since its rediscovery in the eighteenth century and its current presence in popular culture through novels and film."
,,,,,
,,,,,
,,,,,
HIS ,HIS 415     ,Topics abroad  ,A,UG16,
HIS ,HIS 430     ,The Holy Land  ,A,UG16,"Judaism, Christianity and Islam claim the land of Israel as sacred space. This course studies the ways in which this has evolved and been expressed in the history, theology and architecture of these religious movements. "
,,,,,
HIS ,HIS 431     ,Africa and Film  ,A,UG16,"This course uses African film to explore the continent��s modern political and intellectual history. It begins by exploring the invention of Africa, and shows how racial theories and commercial marketing propelled European imperialism and American misrepresentations in the twentieth century. It then examines how local communities and cinematographers throughout Africa adapted film to practice cultural production, complicate official histories, and critique the disparities of global capital."
,,,,,
,,,,,
HIS ,HIS 432     ,China and the West  ,A,UG16,
HIS ,HIS 433     ,Religion/Politics Eastern Africa  ,A,UG16,"This course uses local histories and contemporary scholarship to explore the religious, political and intellectual history of eastern Africa. It provisions four modules, with each illuminating a distinct aspect of how communities have used religion to complicate centralizing politics (precolonial kingdoms, literacy and dissent, gender, postcolonial state). Using eastern Africa as our context, this course is designed to equip students to engage in rewarding, analytic field research. Through cultural immersion and modular learning, students critically engage with local communities, acquiring the necessary historical and anthropological skills to critically explore Africa��s sophisticated social and moral landscapes. "
,,,,,
,,,,,
,,,,,
HIS ,HIS 434     ,Creating the Orient  ,A,UG16,"For centuries, westerners have created a view of East Asia that corresponds with their own assumptions: that Asia and its people are exotic, that its religious traditions are esoteric and that its cultural systems are inscrutable. In this class we will focus on analyzing Western assumptions and comparing them to historical realities in East Asian society to both better understand East Asian history and the manner in which we allow our own environment to shape how we choose to interpret the past."
,,,,,
,,,,,
HIS ,HIS 435     ,Spirits-Gods-Ghosts East Asia  ,A,UG16,"This class examines ghost stories and folk tales of East Asia, how they have been shaped by historical events and how they have evolved and survived through the centuries from stories passed down from parent to child to big-budget horror films. How do the ��ghost stories�� of East Asia differ from our expectations? When is a ghost a spirit, and when is it a god? Students will write, produce and record podcasts focused on a spirit, tale or film of their choice."
,,,,,
,,,,,
HIS ,HIS 450     ,Study abroad courses  ,A,UG16,
HIS ,HIS 453     ,Francophone African Lives  ,A,UG16,
HIS ,HIS 454     ,Gender and Sexuality in Africa  ,A,UG16,
HIS ,HIS 455     ,Idi Amin's Uganda  ,A,UG16,"This course explores leading approaches and questions in historical argument and practice, such as source analyses, the philosphy of history, power and gender, and violence and memory. The historical period of study will concentrate on the life and times of Idi Amin, who was postcolonial Africa's most infamous dictator. The course provisions one week of field research in Washington, D.C. Its sites include: the National Archives at College Park; the Smithsonian Institute of African Art; The United States Holocaust Museum; and the recently opened National Museum of African American History and Culture.
"
,,,,,
,,,,,
HIS ,HIS 456     ,Religion & Political Violence in Africa ,A,UG16,"This course examines the history of religion and political dissent in sub-Saharan Africa. It begins by exploring religion and warfare in precolonial Africa and concludes by using oral histories to investigate contemporary political theologies in Rwanda, Darfur and Somalia. In between pre and postcolony, it employs African novels to explore how local communities adapted religious beliefs and practices to navigate colonial disturbances, sexual violence and armed liberation movements during the Cold War. A community-based research project is required, where students use historical methodologies to study a politically exiled, Lexington or Louisville-based religious community from Africa."
,,,,,
,,,,,
,,,,,
HIS ,HIS 460     ,Contemporary US History: 1974 to Present ,A,UG16,"This course covers all the major aspects of American society including political, economic, and social issues along with America��s role in world events. Topics include Watergate, the end of the Vietnam War, the economic changes to America including the energy crisis, the Iran crisis, changes in American foreign policy, the rise of conservatism, the Reagan era, the end of the Cold War, President George H.W. Bush and world events and the election of 1992, the Clinton era and the election of 2000 (Bush V. Gore)."
,,,,,
,,,,,
HIS ,HIS 461     ,American Military History  ,A,UG16,"The course covers the history of the American military from the colonial period to the present conflict in Afghanistan.  Issues examined include military traditions, the role of the military in American society, the impact of technology on warfare, and the various missions given to the military to perform.  Also examined will be the major U.S. military conflicts and the leaders of these engagements.
	
"
,,,,,
,,,,,
HIS ,HIS 462     ,"Slavery, Memory and the College  ",A,UG16,"This course focuses on the roles and representations of African-Americans in films.  It examines early stereotypical roles (Toms, Coons, Mulattoes, Mammies), the groundbreaking roles of Sidney Poitier, and the diversification of roles and representations since Poitier.  It includes lectures, viewing and analyzing films, reading and discussing texts, and presentations about African-American film stars or genres (historical epics, race movies, film noir, gangster films, comedy, etc).  It highlights both the remarkable changes and the disturbing continuities in the roles of African-Americans in movies.  The course is meant to encourage students to think more critically about the history of African-Americans in general.

"
,,,,,
,,,,,
,,,,,
,,,,,
HIS ,HIS 463     ,Domestic Service in American His  ,A,UG16,"Millions read Kathryn Stockett's 2009 novel, The Help, featuring African-American domestic workers and their employers in early 1960s Mississippi. A film adaption in 2011 brought the story to an even wider audience, and in 2013 Lee Daniels' The Butler grossed well over $100 million. Why? What about this subject has generated such strong responses and how justified are critiques, including those regarding historical accuracy? To answer such questions, the class surveys this remarkably large segment of the historic labor force (and employers) from colonial times to the present, along with some of its cultural representations. Lectures, scholarly texts, fiction, primary documents, films, television clips, and exchanges with individuals or organizations in the world of domestic labor will be used to analyze shifting intersections of economies, races, ethnicities, gender, and classes in the place called home.
"
,,,,,
,,,,,
,,,,,
,,,,,
HIS ,HIS 464     ,Race & Slavery in United States  ,A,UG16,"Between the fifteenth and early nineteenth centuries, enslaved Africans outnumbered Europeans immigrating to the western hemisphere by nearly five to one. This course examines those enslaved persons and their descendants who arrived in the United States and the world they helped create. Students explore the creation, evolution, and eventual fall of slavery within the context of the United States and how these changes influenced the concomitant development of race. The role of free people of color in American history is also a principal focus of the course, and particular attention is paid to the diversity of the enslaved and free experiences of Africans and African Americans from their first arrival in North America to the Civil War."
,,,,,
,,,,,
,,,,,
HIS ,HIS 465     ,Latin America at the Movies  ,A,UG16,"This course examines how Latin American history is portrayed in feature films, particularly from Hollywood, and compares those portrayals with documentary evidence and historical studies. Students explore the dominant themes of Latin American history while also assessing the challenges of portraying those themes in visual media.  Themes addressed in the course include conceptions of race, gender roles, globalization, religious syncretism, and state-sponsored violence."
,,,,,
,,,,,
HIS ,HIS 466     ,Food in U.S. History  ,A,UG16,"This course investigates the history of food production and consumption in the United States. It examines the transformations in U.S. agriculture from small family-based farms to large, agribusiness corporations. It also assesses the shift from local markets to national distribution networks. Students gain first-hand experience with the major themes of the course through field trips to local farms, food processors, distribution centers, restaurants, and other food-related agencies."
,,,,,
,,,,,
HIS ,HIS 467     ,Human Rights in Guatamala  ,A,UG16,"This course uses Guatemala as a case study to explore three key turning points in the history of human rights. It begins by examining the first contact between Europeans and Native Americans in the 1500s and the ensuing debates within the Catholic Church regarding definitions of ��human.�� The second section of the course investigates Cold War-era genocide during the Guatemalan Civil War, including religious responses in the names of human rights through Liberation Theology, indigenous spirituality, and Pentecostalism. The final section of the course focuses on the role of human rights in the peace and reconciliation process, especially as practiced by both religious and non-religious non-governmental organizations. "
,,,,,
,,,,,
,,,,,
HIS ,HIS 468     ,Race in Latin America  ,A,UG16,"This course examines the historical developments of race and ethnicity in Latin America while prompting students to make broad connections about race in transnational contexts. In order to study these transnational connections, students meet periodically with HIS 469 (Race in US History) to discuss how racial discourses (e.g., slavery, scientific racism, and ghettoization) transcend national boundaries. Students study race in a comprehensive chronological period from the arrival of Europeans to the present. In addition, this course explores race among a variety of groups, such as Native Americans, Afro-Americans, White Americans, and Asian Americans."
,,,,,
,,,,,
HIS ,HIS 469     ,Race in United States History  ,A,UG16,"This course examines historical developments in race and ethnicity in the United States while prompting students to make broad connections about race in transnational contexts. In order to study these transnational connections, students meet periodically with HIS 468 (Race in Latin America) to discuss how racial discourses (e.g., slavery, scientific racism, and ghettoization) transcend national boundaries. Students study race in a comprehensive chronological period from the arrival of Europeans to the present. In addition, this course explores race among a variety of groups, such as Native Americans, Afro-Americans, White Americans, and Asian Americans."
,,,,,
,,,,,
HIS ,HIS 470     ,Haunted Amerian History  ,A,UG16,"This course will assess the history of fear, hauntings, and suspense in US history using ghost stories, haunted places, and other supernatural examples. The major themes will address the importance of place and locality in American history, the role ghost stories played in regulating behavior, the cultural context of fear, and the change in conceptions of ghosts and the supernatural over time. The course will include excursions to haunted places as well as research into the supernatural at Centre College."
,,,,,
,,,,,
HIS ,HIS 471     ,Identity in Modern Mexico  ,A,UG16,
HIS ,HIS 472     ,Citizenship and Belonging  ,A,UG16,"What is a citizen? When does an individual become a citizen? How are the criteria for citizenship determined? Who decides? This course interrogates these and other questions by exploring citizenship throughout history. Course readings will examine citizenship alongside topics such as immigration and naturalization, gender and sexuality, race and ethnicity, national borders and the environment, and globalism. Excursions to museums and other historic sites and attendance at artistic performances will complement course themes."
,,,,,
,,,,,
HIS ,HIS 480     ,Election Fraud & Monitoring in the U.S. & the World ,A,UG16,"The course  begins with the history of election fraud in America from colonial times to the present. Next, the course examines elections in countries all over the world, paying particular attention to the growth of international election monitoring in the second half of the 20th century. Guest speakers will relate their experiences in monitoring elections in numerous countries and their efforts to detect fraud. Students will investigate how elections are influenced and swayed and will help to create strategies that strengthen the legitimacy of the democratic process."
,,,,,
,,,,,
HIS ,HIS 481     ,Vietnam in Film  ,A,UG16,"An examination of the relationship among public memory, popular culture, and history, using film representations of American involvement in Vietnam and its aftermath as a case study.  The course will include films produced in the U.S. and in Vietnam."
,,,,,
HIS ,HIS 482     ,History and Video Games  ,A,UG16,"This class is all about history and video games: the history of the video game industry and the manner in which the medium has presented historical events, characters and dynamics as sophistication in technical design and writing have increased in the last thirty years. Students will operate as part of a group to create a video game or video game demonstration with a clear historical theme, a project that provides the class�� core experience."
,,,,,
,,,,,
HIS ,HIS 483     ,Memory and the End of Empire  ,A,UG16,
HIS ,HIS 500     ,Junior Seminar  ,A,UG16,"Historical research, interpretation, and writing are discussed and a research paper written and presented to the class. Prerequisite: majors only.
"
HUM ,HUM 001     ,Brown Fellows Leadership Studies  ,A,UG16,
HUM ,HUM 110     ,Intro to Humanities-I  ,A,UG16,"A study of literature, philosophy, and the fine arts in classical Greek and Roman civilization with special attention given to ethical and aesthetic values. Emphasis is placed on writing, analysis, and discussion.
"
,,,,,
HUM ,HUM 111     ,Expository Writing/Humanities-I  ,A,UG16,"A variant of HUM 110 designed to provide additional instruction and practice in all forms of expository writing.
"
HUM ,HUM 120     ,Intro to Humanities-II  ,A,UG16,"A selected study of literature, music, and the fine arts from the medieval period onward, with special attention given to ethical and aesthetic values. Emphasis is placed on writing, analysis, and discussion. Prerequisite: HUM 110 or 111.
"
,,,,,
HUM ,HUM 121     ,Expository Writing/Humanities-II  ,A,UG16,"A variant of HUM 120 designed to provide additional instruction and practice in all forms of expository writing. A passing grade in this course satisfies the basic skills requirement in expository writing. Prerequisite: HUM 110 or 111.
"
,,,,,
HUM ,HUM 200     ,Special Topics Abroad  ,A,UG16,
HUM ,HUM 201     ,Independent Study  ,A,UG16,
HUM ,HUM 203     ,History and Culture of England  ,A,UG16,
HUM ,HUM 220     ,Queer Cultures:PublicPerceptions  ,A,UG16,"An investigation of how queer sexual identities intersect with gender, race, class and ethnicity. We will examine the ��making�� of masculinity, femininity and sexuality within fiction, theater, journalism, film and television. We will critically analyze how these narratives play out in public discourse and the social and political pressures that emerge from such formations.  "
,,,,,
,,,,,
HUM ,HUM 225     ,The Culture of Turkey  ,A,UG16,
HUM ,HUM 240     ,Contemporary Chinese Culture  ,A,UG16,"This course takes the capital of Beijing as its focal site of study, where students are exposed to a variety of dynamic aspects of contemporary Chinese culture.  Students explore the city��s chief historical sites, park culture, mainstream and underground sporting and music venues, artist residences and exhibitions, recreational club activities, fairs and markets, places of worship, etc., as they observe and analyze the content and behaviors associated with evolving cultural practices in Beijing.  Prerequisites: CHN 120 or equivalent for CHN 150, none for HUM 240.
Open to students who have paid the deposit for this off-campus program.
"
,,,,,
,,,,,
,,,,,
HUM ,HUM 250     ,The Culture of Alsace  ,A,UG16,"An intensive immersion in the history, art, architecture, traditions, and natural environment of the Rhine plain. Survival language skills and an orientation to Strasbourg are included. A journal is required. Offered in Strasbourg. (Offered on a Pass/Unsatisfactory basis only.)
"
,,,,,
HUM ,HUM 251     ,Zen and Japanese Culture  ,A,UG16,
HUM ,HUM 252     ,Culture of Renaissance Europe  ,A,UG16,"This interdisciplinary course will focus on the art, architecture, music and dance of the Renaissance period in Europe. A goal will be to arrive at an understanding of how accurate the term ""renaissance"" (rebirth) is for the cultural developments and humanistic worldview that emerged in the 16th century. Visits to art museums, churches, and concerts in the area and in Washington, D.C. will complement performance and art activities on campus.
"
,,,,,
,,,,,
HUM ,HUM 253     ,Japanese Consumer Culture  ,A,UG16,
HUM ,HUM 254     ,National Images of U. S. & Japan  ,A,UG16,
HUM ,HUM 256     ,Turkish Language-I  ,A,UG16,
HUM ,HUM 257     ,Turkish Language-II  ,A,UG16,
HUM ,HUM 258     ,Life in Merida  ,A,UG16,"Experiential learning through community projects and language and culture immersion, as encountered in Merida, Mexico, as well as trips outside Merida. In-class lecture, discussion, film viewings, and readings on such diverse topics as the Conquest, the Mexican Corrido, New World realities as reflected in the Latin American short story, and the history of Cuba.
"
,,,,,
,,,,,
HUM ,HUM 259     ,de Gaulle to Chirac: His Mod Fra  ,A,UG16,"A study of the evolution of France since the end of World War II, examining the political, economical, sociological and artistic changes that affected France in the second half of the 20th century. Conducted in Strasbourg. 
"
,,,,,
HUM ,HUM 260     ,Picasso and Stravinsky  ,A,UG16,"The defining geniuses of the first part of the 20th century in art and music, Picasso and Stravinsky, were strong personalities and original minds who developed many of the artistic styles and trends of their time. This course looks at the origins of their styles, their innovations and influences as well as at specific works of both artists. A trip to New York City offers the opportunity for museum visits and concert/ballet attendance.
"
,,,,,
,,,,,
HUM ,HUM 261     ,Study/Prepartation forLeadership  ,A,UG16,"This course will acquaint the student with the literature associated with leadership studies. Students are exposed to a variety of authors, and have the opportunity to study and report on a 20th-century leader of his or her choice. The class will feature guest speakers (leaders in practice) from several fields, and will include at least one field trip to explore the work of a leader in his or her workplace. 
"
,,,,,
,,,,,
HUM ,HUM 262     ,Beginning Russian  ,A,UG16,"An introductory course in Russian language and culture. Students develop fundamental skills in speaking, reading, listening, and writing in contemporary Russian using authentic materials based in real-life situations.
"
,,,,,
HUM ,HUM 263     ,Women and Spirituality  ,A,UG16,"Although we will spend some time studying passages in both the Hebrew Bible and the New Testament, for the most part our work will involve theoretical, imaginative, and practical writings by contemporary women. These women writers (who, not coincidentally, represent both the white middle class and different races and ethnic groups), have critically examined traditional religious texts and practices, and in some cases, have formulated spiritual alternatives celebrating women and their traditional activities/functions. Students should finish the course with a solid overview of various feminist perspectives on religion.
"
,,,,,
,,,,,
HUM ,HUM 264     ,German Film  ,A,UG16,"A survey of German-language cinema emphasizing the early black-and-white films of the Weimar period (1919-33), the highly influential art films of the ��New German Cinema?(ca. 1965-85) and the (superficially) lighter German films made after the fall of the Berlin Wall in 1989. Emphasis on understanding films in their social, cultural and historical contexts and on understanding the fundamentals of film art, analysis and criticism. Films will be screened in the evenings and will be available on reserve in the library. Films subtitled in English, general discussions in English. (Also listed as GER 325).
"
,,,,,
,,,,,
HUM ,HUM 265     ,Music & Art/Great Italian Cities  ,A,UG16,"This study of art, architecture, and choral music culminates in a 11-day choral performance tour to Italy. The class will study the art and architecture that we will later see on site, and will rehearse music from the Renaissance to the 20th century for performance in churches and other venues. Prerequisite: Acceptance by audition into Centre Singers. 
"
,,,,,
,,,,,
HUM ,HUM 266     ,The Russian Capitals  ,A,UG16,"While visiting the three cities that have served as Russia��s political, religious, and cultural capitals (St. Petersburg, Moscow, and Vladimir), students study Russian architecture, history, art, religion, and culture while developing a topic of their own choosing. Prerequisite: None but RUS 110 is encouraged.
"
,,,,,
HUM ,HUM 267     ,The Art of Walking in Europe  ,A,UG16,"An inquiry into the picturesque and beautiful aspects of Europe through two means: 1) walks and hikes in town and countryside and 2) readings in philosophy, art and music; emphasis on the Rhine region in and around Strasbourg for the walks and on the 18th-century thinkers and artists William Hogarth, Jean-Jacques Rousseau, Wolfgang A. Mozart, Wolfgang von Goethe, and Immanuel Kant for theories of beauty. Conducted in Strasbourg.
"
,,,,,
,,,,,
HUM ,HUM 268     ,The Shock of the New: Modernism and Postmodernism in the Arts ,A,UG16,"A selected comparative study of major 20th- and 21st-century trends, movements and innovations in the performing, literary and visual arts. Special attention is given to the contemporary period and the interactions between art and society. Emphasis is placed on writing, analysis and discussion. Conducted in London. Prerequisite: HUM 120.
"
,,,,,
HUM ,HUM 269     ,Forming Modern Alsatian Identity  ,A,UG16,
HUM ,HUM 270     ,Balkan Crossroads: The Bulgarian & Greek Models ,A,UG16,"The course aims at introducing in a comparative way the basics of Bulgarian and Greek histories and cultures. The selection of themes, historical sites and artifacts reveals the complex and idiosyncratic Balkan identity as well as the national specificities, which these two neighboring nations have developed for over forty centuries. Open to students who have paid the deposit for this CentreTerm trip. 
"
,,,,,
,,,,,
HUM ,HUM 271     ,Ideas & Inventions: Making the Modern World ,A,UG16,"A look at some of the important inventions and ideas of the 19th century and how they have shaped the modern world. Emphasis is on British ideas and inventions. Topics include the invention of the train and the camera and the ideas of evolution and germ theory. Prerequisite: BIO 110 or CHE 131 or NSC 110 or NSC 120 or PHY 117 or CHE 117.
"
,,,,,
,,,,,
HUM ,HUM 272     ,March of Remembrance and Hope  ,A,UG16,
HUM ,HUM 273     ,Intro to French Thought & Art  ,A,UG16,"An introduction to French culture based on three decisive turning points in the development its thought and art: the debate on skepticism and faith in Montaigne and Pascal; the optimism for Enlightenment autonomy in Voltaire and Rousseau; the sexual pessimism and hedonism of late 19th century painting and fiction (Impressionism and Proust). (Also listed as HUM 273.) Course discussion and readings in English; students receiving credit for French 320 write homework and essays in French. Prerequisite: None for HUM 273; FRE 261 or equivalent for FRE 320.
"
,,,,,
,,,,,
HUM ,HUM 274     ,Mystical Turkey: A Cultural Adventure to the Cradle of Civilization,A,UG16,"Through an intense 16-day musical and cultural study tour guided by two of the most prominent Turkish dancers and musicians as well as local experts, in which students explore the music, art, architecture, craft, dance and performance and religious traditions of this region, this course will examine the ways in which a culture's artistic traditions are a reflection of societal values.  Emphasis will be placed on the Greek heritage, Biblical history, contemporary forms of expression as they relate to Islamic culture, practice, and theology, and folklore.  Emphasis will also be placed on getting hands-on experience in various artistic traditions, with lessons in dancing, Turkish singing, Turkish percussion, creating pottery, Romany music and dance, etc. (Also listed as MUS 206.)
"
,,,,,
,,,,,
,,,,,
HUM ,HUM 275     ,Paris & Nice: Russian Arts Connection ,A,UG16,"An examination of the lives and work of the Russian artists,  musicians, graphic designers and writers emigrating from their native lands and converging in France at a time of artistic experimentation and political upheaval. Five genres are explored: film, dance, sculpture, painting and literature. 
"
,,,,,
HUM ,HUM 276     ,Aspects of Travel  ,A,UG16,
HUM ,HUM 277     ,Collecting and London Museums  ,A,UG16,
HUM ,HUM 278     ,Cultural History/Central Europe  ,A,UG16,"This course leads students to direct encounters with the cultural history of Central Europe through travel to some of the countries that comprise this region now and have comprised it in the past. Though centered in Germany, visits may also include Austria, Switzerland, the Czech Republic, Hungary, Poland, Slovenia, Croatia, Bosnia, and Serbia. Emphasis is on extended classroom knowledge through on-site discovery of the geography, urban organization, transportation networks, commerce, and daily life of the area, as well as on discovering ways the past is preserved there, including architecture, museums, palaces and castles, monuments and memorials, and concentration camps. Prerequisite: GER 210.
Open to students who have paid the deposit for this off-campus program.
"
,,,,,
,,,,,
,,,,,
,,,,,
HUM ,HUM 279     ,An Interdisciplinary Exploration of the Arizonan Southwest ,A,UG16,
HUM ,HUM 280     ,20-Cent Continental European Lit  ,A,UG16,
HUM ,HUM 281     ,European Cultures of Memory  ,A,UG16,
HUM ,HUM 282     ,Laughter inLiterature/Philosophy  ,A,UG16,"An investigation of how philosophical and literary texts deal with laughter and its strange relationship to language and conceptual thought.  In the first half of the seminar, we will ask ourselves what makes philosophers laugh. (Apparently it is something that can only be described as a most serious philosophical failure: namely, a clash between concepts and objects.) In the second half, we will attune our ears to the echoes of laughter in a number of romantic, modern, and postmodern works. How does the speechlessness of laughter translate into literary language? All readings and discussions will be in English. German students read the German texts in the original and meet for additional discussions with the instructor. Prerequisite: None.
"
,,,,,
,,,,,
,,,,,
HUM ,HUM 283     ,"Film, Culture and Change  ",A,UG16,"A documentary filmmaking course focusing on exploring the unique relationship with the land that exists in Kentucky. The course explores this relationship and how it influences the work of Kentucky artists such as Wendell Berry, Barbara Kingsolver, musicians and farmers (organic  gardening, the Save the Family Farm). Professor Palleroni will be joined in the first two weeks by Steven Kovach, the George Lucas Professor of Film at San Francisco State University to teach filmmaking and the narrative structure of documentary film. The course involves considerable work in the field but no previous film experience.
"
,,,,,
,,,,,
HUM ,HUM 284     ,Drama & Math in Ancient Greece  ,A,UG16,"An examination of the dramamtic arts and mathematics from the perspectives of the ancient Greeks.  The peoples of ancient Greece utilized both disciplines as ways to process and understand their changing world.  Ulitmately they transformed both drama and mathematics, and created many fundamental elements and practices that continue to influence the modern age.  We study the story of ancient Greek developments in drama and math, focusing on the history, the culture, and the detailed questions and techniques that arose in Athens, Epidavros, Delphi, Samos, and Delos and we look at specific innovations and events that gave rise to practices that remain relevant in the exercise of both disciplines today.  
Open to students who have paid the deposit for this off-campus program.
"
,,,,,
,,,,,
,,,,,
,,,,,
HUM ,HUM 285     ,Classic American Films  ,A,UG16,
HUM ,HUM 286     ,Pop Culture & the War in Britain  ,A,UG16,
HUM ,HUM 287     ,Bali:The Sacred Arts of Paradise  ,A,UG16,
HUM ,HUM 288     ,Epistolary Endeavors  ,A,UG16,
HUM ,HUM 289     ,The Mayas Today  ,A,UG16,
HUM ,HUM 290     ,Questions of Travel  ,A,UG16,
HUM ,HUM 291     ,Music and Art of Spain  ,A,UG16,"This study of art, architecture and choral music of the Renaissance to modern era will culminate in an 11-day choral performance tour to Spain.  While on campus the class will study the art and architecture that we will see in Spain, and research and rehearse the music that they will perform abroad. Prerequisite: acceptance by audition into Centre Singers."
,,,,,
,,,,,
HUM ,HUM 292     ,"LOST: Mythology, Alchemy, Soul  ",A,UG16,"This course approaches the television series LOST (2004�C2010) from a variety of perspectives, centering upon its many resonances with mythology and Jungian archetypal psychology. The series�� ensemble cast is comprised entirely of characters who are revealed to be ��broken�� in various ways, and the entirety of the six seasons can be fruitfully understood as following each character��s trajectory as s/he works��knowingly or not��toward a healing and reconciliation of the soul. The class will give special attention Michael Giacchino��s musical score, which often serves as a commenting voice guiding the viewer through the show��s highly complex narrative fabric."
,,,,,
,,,,,
HUM ,HUM 293     ,Documentary Video Production  ,A,UG16,"This course will serve as an introduction to all primary aspects of documentary video production, including but not limited to: research/development; videography; lighting; post-production, including audio sweetening; graphics elements; voice-over writing and recording; and soundtrack creation.  The shared theme for all students will be the creation of a series of short films about the history of Centre College. This course is taught by visiting film and video director and producer Tom Thurman."
,,,,,
,,,,,
HUM ,HUM 300     ,Group Registration  ,A,UG16,
HUM ,HUM 400     ,Directed Study  ,A,UG16,
HUM ,HUM 401     ,Independent Study  ,A,UG16,
HUM ,HUM 402     ,Research Participation  ,A,UG16,
